id_livraison,id_commande,date_expedition,date_livraison,statut_livraison,transporteur
4458,4458,2025-11-03,2025-11-05,en attente,Bègue S.A.
4459,4459,2022-04-28,2022-04-30,en attente,Brunet Barbe S.A.R.L.
4460,4460,2024-09-05,2024-09-11,livrée,Da Silva Boyer et Fils
4461,4461,2019-05-08,2019-05-14,en attente,Ruiz
4462,4462,2024-02-12,2024-02-18,livrée,Allard
4463,4463,2023-06-18,2023-06-19,livrée,Maillet S.A.S.
4464,4464,2024-02-20,2024-02-25,livrée,Munoz Schmitt SARL
4465,4465,2020-05-14,2020-05-15,en attente,Rodriguez S.A.R.L.
4466,4466,2022-08-18,2022-08-22,livrée,Fernandez Duval SA
4467,4467,2019-11-23,2019-11-26,en cours,Marchand Bousquet et Fils
4468,4468,2019-02-08,2019-02-14,livrée,Valentin
4469,4469,2023-05-24,2023-05-29,en attente,Verdier SARL
4470,4470,2025-01-31,2025-02-04,livrée,Lamy SA
4471,4471,2020-12-15,2020-12-21,livrée,Maillet
4472,4472,2023-05-02,2023-05-05,livrée,Germain S.A.
4473,4473,2019-08-19,2019-08-22,en cours,Denis S.A.S.
4474,4474,2022-10-20,2022-10-22,en cours,David S.A.S.
4475,4475,2024-10-23,2024-10-25,livrée,Chevallier Laine et Fils
4476,4476,2021-08-22,2021-08-23,en attente,Guibert Reynaud S.A.
4477,4477,2023-05-12,2023-05-18,en attente,Delahaye
4478,4478,2023-06-22,2023-06-27,livrée,Diallo
4479,4479,2022-11-23,2022-11-29,en attente,Blondel Durand S.A.S.
4480,4480,2022-09-15,2022-09-17,en attente,Gonzalez Baron S.A.R.L.
4481,4481,2019-01-29,2019-02-05,livrée,Deschamps S.A.R.L.
4482,4482,2025-04-27,2025-04-29,en cours,Lefèvre
4483,4483,2025-07-04,2025-07-07,en attente,Hoarau
4484,4484,2019-09-24,2019-09-29,en cours,Lejeune
4485,4485,2020-10-12,2020-10-19,en cours,Peron Lacroix S.A.
4486,4486,2022-08-05,2022-08-11,livrée,Bousquet S.A.
4487,4487,2025-03-10,2025-03-16,en cours,François
4488,4488,2021-08-16,2021-08-22,en cours,Pascal
4489,4489,2023-08-06,2023-08-10,en cours,Da Silva
4490,4490,2022-09-13,2022-09-14,en attente,Regnier Albert et Fils
4491,4491,2022-09-30,2022-10-03,en attente,Briand
4492,4492,2023-05-27,2023-05-29,en attente,Lelièvre
4493,4493,2022-05-22,2022-05-27,en cours,Gilbert SARL
4494,4494,2022-05-11,2022-05-12,en attente,Hernandez
4495,4495,2023-09-29,2023-10-05,livrée,Vidal
4496,4496,2022-02-01,2022-02-07,en attente,Munoz Grondin et Fils
4497,4497,2020-05-06,2020-05-08,en attente,Guillou Roussel SA
4498,4498,2024-01-16,2024-01-19,livrée,Goncalves SA
4499,4499,2025-11-19,2025-11-25,livrée,Weiss
4500,4500,2025-07-03,2025-07-05,livrée,Blanc Vidal et Fils
4501,4501,2019-08-05,2019-08-06,livrée,Lopes
4502,4502,2025-10-15,2025-10-20,livrée,Joubert
4503,4503,2024-08-12,2024-08-13,livrée,Lefèvre
4504,4504,2024-01-25,2024-01-31,livrée,Robert S.A.S.
4505,4505,2022-02-19,2022-02-24,livrée,Leconte
4506,4506,2024-03-06,2024-03-08,livrée,Rodriguez S.A.S.
4507,4507,2019-06-23,2019-06-30,livrée,Raymond
4508,4508,2019-04-05,2019-04-10,en cours,Leroux
4509,4509,2023-04-04,2023-04-07,en cours,Noël SA
4510,4510,2022-02-16,2022-02-22,en cours,Morvan
4511,4511,2022-11-05,2022-11-09,en cours,Langlois
4512,4512,2019-06-17,2019-06-19,livrée,Hamon Laroche S.A.R.L.
4513,4513,2022-01-17,2022-01-21,en attente,Monnier Colin SARL
4514,4514,2024-07-19,2024-07-23,livrée,Guillou Renaud S.A.R.L.
4515,4515,2021-06-15,2021-06-19,livrée,Brunet
4516,4516,2024-01-18,2024-01-23,livrée,Marty
4517,4517,2023-01-14,2023-01-19,en attente,Étienne
4518,4518,2021-08-23,2021-08-25,en cours,Vidal
4519,4519,2022-09-10,2022-09-15,en attente,Bouchet Jacquet S.A.S.
4520,4520,2024-09-21,2024-09-28,en cours,Courtois
4521,4521,2019-07-02,2019-07-07,livrée,Roche
4522,4522,2019-07-06,2019-07-11,en cours,Noël S.A.R.L.
4523,4523,2024-06-02,2024-06-07,en cours,Lemaître
4524,4524,2019-01-24,2019-01-25,livrée,Diaz Breton S.A.R.L.
4525,4525,2023-11-08,2023-11-09,livrée,Guillet Descamps et Fils
4526,4526,2022-03-12,2022-03-19,livrée,Gillet SARL
4527,4527,2024-07-09,2024-07-16,livrée,Gaudin S.A.S.
4528,4528,2023-03-07,2023-03-14,livrée,Lelièvre
4529,4529,2024-05-28,2024-05-29,livrée,Lebreton Jacquet S.A.R.L.
4530,4530,2019-07-19,2019-07-23,en attente,Maillard
4531,4531,2020-06-09,2020-06-13,en cours,Pasquier
4532,4532,2020-12-06,2020-12-09,en attente,Alves SA
4533,4533,2020-06-19,2020-06-23,en cours,Lévy S.A.S.
4534,4534,2023-11-20,2023-11-27,livrée,Martinez S.A.R.L.
4535,4535,2022-06-04,2022-06-08,en attente,Marin Weber S.A.S.
4536,4536,2020-06-27,2020-06-29,en attente,Gallet
4537,4537,2021-12-28,2022-01-01,livrée,Lenoir
4538,4538,2021-12-04,2021-12-08,en cours,Bonnet Perrier et Fils
4539,4539,2025-09-09,2025-09-15,en cours,Rousset Colin S.A.
4540,4540,2019-03-05,2019-03-11,livrée,Barthelemy Delahaye S.A.
4541,4541,2020-09-25,2020-09-30,livrée,Menard
4542,4542,2024-03-22,2024-03-27,livrée,Klein SARL
4543,4543,2025-02-09,2025-02-10,livrée,Antoine Perret SA
4544,4544,2019-11-01,2019-11-08,en attente,Maréchal
4545,4545,2022-03-30,2022-04-04,en cours,Lebrun
4546,4546,2023-05-12,2023-05-13,en attente,Marchal
4547,4547,2020-07-19,2020-07-26,en cours,Thibault S.A.
4548,4548,2020-05-03,2020-05-06,en attente,Lacroix
4549,4549,2021-01-05,2021-01-11,livrée,Gilles S.A.
4550,4550,2023-11-25,2023-12-01,livrée,Munoz
4551,4551,2020-01-23,2020-01-28,livrée,Legendre Coste S.A.R.L.
4552,4552,2024-09-03,2024-09-06,en attente,Leconte S.A.R.L.
4553,4553,2022-10-14,2022-10-18,livrée,Rocher
4554,4554,2021-03-05,2021-03-08,en cours,Antoine Thomas SARL
4555,4555,2020-08-29,2020-08-31,livrée,Besson Bodin et Fils
4556,4556,2024-03-15,2024-03-20,en cours,Lemonnier Lévy S.A.S.
4557,4557,2021-10-14,2021-10-21,en cours,Ruiz SARL
4558,4558,2023-03-24,2023-03-29,en cours,Robert
4559,4559,2019-12-22,2019-12-26,livrée,Regnier SARL
4560,4560,2023-11-22,2023-11-29,en attente,Diaz S.A.
4561,4561,2024-01-26,2024-01-27,en attente,Berthelot Marie et Fils
4562,4562,2020-11-02,2020-11-05,livrée,Mace
4563,4563,2019-07-29,2019-08-05,en cours,Turpin S.A.S.
4564,4564,2019-05-14,2019-05-16,en cours,Coulon SA
4565,4565,2023-08-14,2023-08-17,livrée,Lacombe
4566,4566,2025-03-07,2025-03-13,en attente,Diallo
4567,4567,2019-03-31,2019-04-03,en attente,Pineau
4568,4568,2024-03-07,2024-03-09,en attente,Aubert
4569,4569,2019-03-17,2019-03-21,en cours,Richard Maury et Fils
4570,4570,2019-09-01,2019-09-06,en cours,Colin
4571,4571,2020-07-14,2020-07-21,en cours,Devaux
4572,4572,2020-01-19,2020-01-23,en cours,Fabre Launay S.A.S.
4573,4573,2025-07-05,2025-07-07,en cours,Rey
4574,4574,2019-06-15,2019-06-16,livrée,Jean
4575,4575,2024-07-23,2024-07-26,en cours,Olivier Pereira S.A.R.L.
4576,4576,2023-11-02,2023-11-04,en cours,Berger
4577,4577,2019-02-12,2019-02-14,en cours,Duhamel
4578,4578,2021-08-28,2021-09-01,en attente,Adam SARL
4579,4579,2021-02-01,2021-02-03,en attente,Bazin Grégoire et Fils
4580,4580,2024-08-06,2024-08-10,livrée,Lemaire
4581,4581,2024-02-19,2024-02-20,en attente,Delmas Pierre S.A.R.L.
4582,4582,2022-12-10,2022-12-17,en attente,Camus
4583,4583,2021-05-03,2021-05-08,livrée,Fleury Labbé S.A.S.
4584,4584,2021-08-01,2021-08-03,en attente,Millet S.A.S.
4585,4585,2021-04-06,2021-04-08,en cours,Samson
4586,4586,2022-11-05,2022-11-06,en attente,Grondin et Fils
4587,4587,2024-11-10,2024-11-11,livrée,Barre
4588,4588,2021-06-25,2021-07-02,en attente,Collin SARL
4589,4589,2020-04-10,2020-04-17,en cours,Meyer Valette S.A.R.L.
4590,4590,2022-07-16,2022-07-19,livrée,Barbier
4591,4591,2023-09-24,2023-09-30,en cours,Letellier
4592,4592,2020-06-25,2020-06-28,en cours,Leroux
4593,4593,2021-07-13,2021-07-16,en attente,Le Roux Martel S.A.
4594,4594,2020-04-05,2020-04-08,en cours,Pires et Fils
4595,4595,2024-01-26,2024-01-29,livrée,Pascal
4596,4596,2019-03-21,2019-03-28,en attente,Fleury
4597,4597,2021-06-15,2021-06-17,en cours,Masson
4598,4598,2023-12-04,2023-12-05,livrée,Devaux Le Roux S.A.S.
4599,4599,2023-02-14,2023-02-21,en attente,Bonneau Lelièvre et Fils
4600,4600,2025-07-06,2025-07-10,en attente,Delattre et Fils
4601,4601,2024-03-15,2024-03-19,livrée,Renard SA
4602,4602,2023-11-16,2023-11-23,livrée,Mary
4603,4603,2019-07-15,2019-07-22,en attente,Gay S.A.
4604,4604,2022-12-26,2022-12-27,livrée,Torres SA
4605,4605,2023-03-11,2023-03-16,en cours,Joly Lucas SARL
4606,4606,2022-10-12,2022-10-18,livrée,Lopes
4607,4607,2025-10-13,2025-10-18,en cours,Lambert Klein S.A.R.L.
4608,4608,2019-12-15,2019-12-20,livrée,Traore
4609,4609,2019-10-02,2019-10-09,en attente,Maurice
4610,4610,2021-11-07,2021-11-11,en cours,Gaillard SARL
4611,4611,2021-04-16,2021-04-19,en cours,Dupont
4612,4612,2025-02-17,2025-02-20,livrée,Poirier SA
4613,4613,2021-08-07,2021-08-12,en attente,Lenoir
4614,4614,2022-01-25,2022-01-28,en cours,Leclercq
4615,4615,2019-04-04,2019-04-10,en cours,Potier S.A.
4616,4616,2020-04-16,2020-04-17,en cours,Antoine SARL
4617,4617,2023-04-18,2023-04-19,en cours,Loiseau SA
4618,4618,2024-01-20,2024-01-26,livrée,Chauvin
4619,4619,2025-11-10,2025-11-17,livrée,Costa
4620,4620,2020-03-02,2020-03-05,livrée,Richard
4621,4621,2023-02-15,2023-02-18,en attente,Rey
4622,4622,2024-01-02,2024-01-03,en attente,Guillou
4623,4623,2022-02-04,2022-02-11,en cours,Legendre
4624,4624,2022-04-08,2022-04-10,en cours,Robin Richard S.A.S.
4625,4625,2024-05-19,2024-05-26,en cours,Evrard
4626,4626,2025-04-27,2025-05-04,en attente,Bodin Baudry SA
4627,4627,2022-12-05,2022-12-07,livrée,Vincent S.A.R.L.
4628,4628,2020-04-14,2020-04-19,livrée,Ollivier Marie S.A.S.
4629,4629,2019-12-01,2019-12-02,livrée,Sanchez Texier et Fils
4630,4630,2020-10-11,2020-10-16,en attente,Gomes Maillot S.A.
4631,4631,2025-11-10,2025-11-16,livrée,Peron Bazin SARL
4632,4632,2025-05-01,2025-05-06,en attente,Merle Gillet S.A.R.L.
4633,4633,2023-11-24,2023-11-27,livrée,Pages S.A.S.
4634,4634,2024-06-18,2024-06-21,en cours,Guibert
4635,4635,2019-01-01,2019-01-06,livrée,Bazin
4636,4636,2021-08-04,2021-08-07,en attente,Thibault
4637,4637,2025-03-14,2025-03-21,en attente,Blot
4638,4638,2021-12-25,2021-12-27,livrée,Guillon
4639,4639,2021-12-15,2021-12-22,livrée,Dos Santos S.A.S.
4640,4640,2023-03-12,2023-03-17,livrée,Raymond et Fils
4641,4641,2024-06-25,2024-06-30,en attente,Thibault SARL
4642,4642,2023-07-02,2023-07-03,en cours,Picard
4643,4643,2019-01-08,2019-01-15,en cours,Barre S.A.S.
4644,4644,2025-07-03,2025-07-10,livrée,Brun S.A.S.
4645,4645,2023-06-15,2023-06-20,en cours,Muller
4646,4646,2023-09-19,2023-09-23,livrée,Diallo Bertrand S.A.S.
4647,4647,2025-08-04,2025-08-11,en attente,Richard
4648,4648,2024-06-21,2024-06-25,livrée,Denis SARL
4649,4649,2023-03-31,2023-04-03,en attente,Gonzalez Martel S.A.
4650,4650,2021-06-04,2021-06-11,en cours,Berthelot Hebert S.A.
4651,4651,2021-05-21,2021-05-24,livrée,Boulanger Grégoire SA
4652,4652,2025-06-20,2025-06-26,livrée,Benard
4653,4653,2023-01-12,2023-01-15,en attente,Schmitt Schmitt et Fils
4654,4654,2025-05-17,2025-05-21,livrée,Peron
4655,4655,2023-01-31,2023-02-05,livrée,Charrier
4656,4656,2022-08-02,2022-08-04,en cours,Diaz S.A.S.
4657,4657,2024-07-17,2024-07-23,en cours,Tanguy S.A.S.
4658,4658,2024-12-31,2025-01-03,en cours,Peltier Ramos S.A.R.L.
4659,4659,2023-09-20,2023-09-23,en cours,Humbert et Fils
4660,4660,2025-05-20,2025-05-25,livrée,Lefort
4661,4661,2019-06-06,2019-06-12,en cours,Vincent Grenier et Fils
4662,4662,2025-08-29,2025-09-05,en attente,Cordier Chauveau S.A.
4663,4663,2022-11-13,2022-11-15,en attente,Hamon Rolland et Fils
4664,4664,2020-11-13,2020-11-19,en attente,Tessier Payet S.A.R.L.
4665,4665,2025-06-26,2025-06-30,en attente,Leconte SA
4666,4666,2023-02-19,2023-02-20,livrée,Weber Berthelot et Fils
4667,4667,2022-04-02,2022-04-05,en attente,Lelièvre
4668,4668,2022-03-15,2022-03-20,en attente,Pichon Vallée et Fils
4669,4669,2023-03-31,2023-04-06,livrée,Breton SA
4670,4670,2021-10-21,2021-10-22,livrée,Pasquier Bailly SA
4671,4671,2019-09-24,2019-09-26,en cours,Duhamel
4672,4672,2025-07-05,2025-07-11,en cours,Mendès
4673,4673,2020-07-04,2020-07-08,livrée,Besnard SA
4674,4674,2023-01-14,2023-01-21,en attente,Mathieu
4675,4675,2021-09-26,2021-09-27,en attente,Vincent Guibert SARL
4676,4676,2020-10-08,2020-10-14,en attente,Dos Santos Langlois S.A.R.L.
4677,4677,2021-05-12,2021-05-18,livrée,Gilles Aubert S.A.R.L.
4678,4678,2019-06-21,2019-06-24,en attente,Marty SARL
4679,4679,2021-09-19,2021-09-20,en cours,Le Gall S.A.R.L.
4680,4680,2020-02-23,2020-02-27,en cours,Jacquet
4681,4681,2024-07-31,2024-08-03,en attente,Ferreira
4682,4682,2025-04-17,2025-04-21,livrée,Moreau
4683,4683,2022-06-20,2022-06-25,en cours,Dumont S.A.R.L.
4684,4684,2019-03-10,2019-03-16,livrée,Chevalier Laroche S.A.
4685,4685,2023-10-25,2023-10-28,en attente,Launay
4686,4686,2020-08-06,2020-08-12,en attente,Dufour SA
4687,4687,2024-04-12,2024-04-19,livrée,Mahe Buisson S.A.
4688,4688,2020-05-01,2020-05-08,en cours,Potier Bernier S.A.
4689,4689,2019-12-14,2019-12-18,livrée,Paul Renault S.A.
4690,4690,2025-06-10,2025-06-13,en cours,Leroy
4691,4691,2023-09-30,2023-10-01,livrée,Moreau
4692,4692,2023-04-14,2023-04-19,livrée,Guillon
4693,4693,2021-10-11,2021-10-12,en attente,Camus Lebreton S.A.R.L.
4694,4694,2025-03-01,2025-03-03,en attente,Germain
4695,4695,2019-06-08,2019-06-09,en attente,Lemonnier
4696,4696,2023-09-19,2023-09-26,en cours,François
4697,4697,2019-05-12,2019-05-13,en attente,Diallo
4698,4698,2025-09-06,2025-09-13,en cours,Boyer
4699,4699,2025-10-09,2025-10-12,livrée,Pelletier SA
4700,4700,2023-07-26,2023-07-29,livrée,Buisson Adam SA
4701,4701,2023-05-30,2023-06-06,en attente,Lejeune
4702,4702,2025-09-12,2025-09-15,livrée,Léger
4703,4703,2023-04-25,2023-04-30,en attente,David
4704,4704,2020-01-10,2020-01-17,livrée,De Oliveira
4705,4705,2021-12-25,2022-01-01,en cours,Letellier
4706,4706,2020-05-18,2020-05-19,livrée,Gaillard
4707,4707,2025-12-06,2025-12-10,en attente,Godard
4708,4708,2023-04-18,2023-04-19,en attente,Lemoine Adam S.A.S.
4709,4709,2020-10-23,2020-10-26,livrée,Le Roux Blanc SARL
4710,4710,2020-01-10,2020-01-15,en cours,Maillot
4711,4711,2020-09-15,2020-09-22,livrée,Guillot Valentin et Fils
4712,4712,2023-07-23,2023-07-29,en cours,Jacquet Leduc SA
4713,4713,2022-09-10,2022-09-12,en cours,Legrand SA
4714,4714,2022-06-26,2022-07-02,en attente,Chauvet Martineau et Fils
4715,4715,2024-01-20,2024-01-27,livrée,Richard S.A.R.L.
4716,4716,2023-06-20,2023-06-26,livrée,Delmas Poulain S.A.R.L.
4717,4717,2021-04-23,2021-04-25,livrée,Delorme
4718,4718,2019-01-20,2019-01-25,en cours,Schmitt S.A.S.
4719,4719,2023-11-11,2023-11-14,livrée,Blot
4720,4720,2019-09-12,2019-09-19,en cours,Guyot SARL
4721,4721,2021-07-09,2021-07-13,en cours,Le Roux
4722,4722,2025-10-26,2025-10-30,en cours,Weiss SA
4723,4723,2022-02-14,2022-02-16,en cours,Raynaud Guichard SARL
4724,4724,2023-04-22,2023-04-29,en attente,Lemoine SA
4725,4725,2025-07-02,2025-07-07,en cours,Gallet SA
4726,4726,2019-11-01,2019-11-02,en attente,Bruneau SARL
4727,4727,2023-08-16,2023-08-18,livrée,Noël SA
4728,4728,2019-04-12,2019-04-15,en attente,Rodrigues
4729,4729,2024-01-06,2024-01-10,en attente,Dupont S.A.S.
4730,4730,2025-10-18,2025-10-22,en attente,Chauveau Paul SARL
4731,4731,2020-04-21,2020-04-28,en attente,Dubois
4732,4732,2019-08-06,2019-08-10,en cours,Jacquet
4733,4733,2023-09-09,2023-09-12,livrée,Gallet Chartier S.A.S.
4734,4734,2024-05-24,2024-05-29,en cours,Renaud
4735,4735,2019-07-14,2019-07-19,en cours,Guérin Bertin et Fils
4736,4736,2025-04-02,2025-04-04,en cours,Brunel
4737,4737,2022-04-04,2022-04-11,en cours,Godard
4738,4738,2020-02-28,2020-02-29,livrée,Tanguy Peron S.A.R.L.
4739,4739,2020-10-14,2020-10-15,en cours,Paul
4740,4740,2025-06-25,2025-06-26,en attente,Collin
4741,4741,2019-06-12,2019-06-18,en attente,Coulon
4742,4742,2023-02-24,2023-03-03,en attente,Blanc SA
4743,4743,2019-11-17,2019-11-18,livrée,Guérin Guilbert et Fils
4744,4744,2025-03-11,2025-03-15,livrée,Carlier
4745,4745,2019-03-26,2019-03-28,en cours,Dos Santos
4746,4746,2024-01-19,2024-01-25,en cours,Mercier
4747,4747,2023-07-29,2023-08-05,en attente,Pires Letellier S.A.R.L.
4748,4748,2020-02-28,2020-03-01,en cours,Becker
4749,4749,2025-09-26,2025-09-28,livrée,Monnier Gilbert et Fils
4750,4750,2025-05-21,2025-05-25,en attente,Dijoux
4751,4751,2023-04-24,2023-05-01,en attente,Pages
4752,4752,2019-01-15,2019-01-22,en attente,Gosselin
4753,4753,2024-02-19,2024-02-20,livrée,Julien
4754,4754,2024-01-28,2024-02-02,en attente,Seguin Dias SARL
4755,4755,2019-03-22,2019-03-25,en attente,Charpentier et Fils
4756,4756,2019-12-17,2019-12-18,en attente,Jourdan
4757,4757,2021-01-11,2021-01-13,livrée,Weiss S.A.S.
4758,4758,2021-06-19,2021-06-22,en cours,Léger Texier SARL
4759,4759,2021-07-27,2021-08-02,en cours,Lejeune S.A.R.L.
4760,4760,2019-04-16,2019-04-17,en cours,Barbier
4761,4761,2019-01-10,2019-01-11,en cours,Chevalier
4762,4762,2023-01-08,2023-01-09,en cours,Wagner
4763,4763,2019-12-22,2019-12-25,livrée,Pons
4764,4764,2020-10-04,2020-10-05,en cours,Besnard et Fils
4765,4765,2020-06-11,2020-06-17,livrée,Dumont
4766,4766,2021-11-11,2021-11-18,en attente,Martin Monnier SA
4767,4767,2024-01-10,2024-01-17,en cours,Lefèvre
4768,4768,2025-12-15,2025-12-16,livrée,Rousseau
4769,4769,2020-11-16,2020-11-18,en attente,Marques Descamps SA
4770,4770,2024-01-08,2024-01-11,en attente,Marin et Fils
4771,4771,2019-12-12,2019-12-14,en attente,Normand S.A.S.
4772,4772,2025-10-24,2025-10-31,en attente,Didier
4773,4773,2019-06-27,2019-06-28,en cours,Gillet
4774,4774,2020-12-21,2020-12-26,livrée,Joly Dubois et Fils
4775,4775,2025-04-30,2025-05-05,en attente,Petit et Fils
4776,4776,2021-11-27,2021-11-28,en cours,Salmon Philippe SA
4777,4777,2022-05-12,2022-05-17,en cours,Pages
4778,4778,2023-04-02,2023-04-07,en attente,Marion Lecoq et Fils
4779,4779,2025-11-15,2025-11-17,en attente,Besson S.A.R.L.
4780,4780,2022-08-11,2022-08-14,en attente,Techer
4781,4781,2022-08-17,2022-08-22,en attente,Nguyen
4782,4782,2020-10-26,2020-11-02,livrée,Torres SARL
4783,4783,2019-11-27,2019-12-04,en attente,Garnier
4784,4784,2022-11-19,2022-11-20,en attente,Schmitt
4785,4785,2019-12-05,2019-12-06,en cours,Bonnet
4786,4786,2021-04-04,2021-04-09,livrée,Bouchet
4787,4787,2022-05-24,2022-05-30,en attente,David
4788,4788,2023-03-03,2023-03-07,en attente,Ruiz
4789,4789,2019-07-17,2019-07-24,en attente,Rey Michel SA
4790,4790,2022-07-30,2022-08-05,en attente,Laurent Valette et Fils
4791,4791,2021-09-02,2021-09-05,livrée,Lemaître S.A.
4792,4792,2022-06-16,2022-06-18,en cours,Sauvage
4793,4793,2025-04-09,2025-04-13,livrée,Julien S.A.
4794,4794,2024-01-22,2024-01-27,en cours,Rossi S.A.R.L.
4795,4795,2021-07-20,2021-07-22,livrée,Ribeiro S.A.S.
4796,4796,2022-10-06,2022-10-12,en cours,Faure Dubois SA
4797,4797,2022-01-18,2022-01-25,en cours,Mace et Fils
4798,4798,2019-01-11,2019-01-13,en attente,Joubert Roger S.A.
4799,4799,2019-09-01,2019-09-05,en attente,Guillaume Duhamel et Fils
4800,4800,2023-05-10,2023-05-12,livrée,Chevallier SARL
4801,4801,2023-01-09,2023-01-10,livrée,Boutin S.A.R.L.
4802,4802,2025-02-06,2025-02-12,livrée,Briand
4803,4803,2020-04-16,2020-04-19,livrée,Jourdan S.A.R.L.
4804,4804,2024-09-14,2024-09-19,en attente,Lacombe S.A.
4805,4805,2022-08-03,2022-08-04,en attente,Lebrun
4806,4806,2024-09-04,2024-09-11,livrée,Courtois
4807,4807,2019-01-07,2019-01-11,en cours,Bouvet Gallet S.A.R.L.
4808,4808,2023-02-21,2023-02-24,livrée,Moreno S.A.S.
4809,4809,2023-02-09,2023-02-14,en attente,Pichon
4810,4810,2023-02-01,2023-02-08,livrée,Bigot
4811,4811,2020-12-29,2021-01-02,en cours,Voisin Ollivier S.A.R.L.
4812,4812,2019-11-03,2019-11-08,en cours,Laroche Hervé S.A.R.L.
4813,4813,2020-10-29,2020-11-02,en attente,Leconte Charles SA
4814,4814,2024-05-10,2024-05-12,en cours,Le Roux
4815,4815,2024-11-07,2024-11-12,en cours,Lenoir Vidal SA
4816,4816,2025-12-12,2025-12-14,livrée,Pruvost Martin S.A.S.
4817,4817,2020-09-10,2020-09-15,en cours,Auger Gillet S.A.S.
4818,4818,2021-02-05,2021-02-08,livrée,Da Costa
4819,4819,2022-06-05,2022-06-08,en attente,Camus Aubert SA
4820,4820,2024-09-23,2024-09-30,en attente,Masse Delahaye S.A.
4821,4821,2019-08-16,2019-08-19,en cours,Mahe Salmon S.A.R.L.
4822,4822,2024-06-23,2024-06-26,en attente,Chevalier
4823,4823,2021-11-26,2021-11-28,en cours,Ferrand S.A.S.
4824,4824,2023-04-01,2023-04-02,en cours,Schmitt S.A.S.
4825,4825,2024-02-19,2024-02-20,livrée,Gillet et Fils
4826,4826,2021-08-13,2021-08-19,livrée,Reynaud Bonnin SA
4827,4827,2021-01-26,2021-01-28,en attente,Muller Prévost S.A.S.
4828,4828,2024-10-23,2024-10-28,en cours,Cordier
4829,4829,2022-08-16,2022-08-23,en attente,Pierre
4830,4830,2025-05-16,2025-05-22,en attente,Collet S.A.
4831,4831,2023-02-06,2023-02-07,en cours,Gillet SA
4832,4832,2020-06-28,2020-07-03,livrée,Arnaud S.A.
4833,4833,2025-10-14,2025-10-18,livrée,Roche
4834,4834,2025-06-22,2025-06-27,en cours,Marion
4835,4835,2020-07-08,2020-07-14,livrée,Pons SA
4836,4836,2025-11-26,2025-11-27,livrée,Delaunay S.A.R.L.
4837,4837,2022-06-18,2022-06-23,en cours,Marty et Fils
4838,4838,2019-06-21,2019-06-24,en cours,Joseph S.A.R.L.
4839,4839,2022-02-22,2022-02-27,en cours,Renault
4840,4840,2024-06-03,2024-06-08,en attente,Bernier
4841,4841,2021-04-27,2021-05-04,en attente,Robert
4842,4842,2025-06-15,2025-06-20,livrée,Lecoq
4843,4843,2023-03-09,2023-03-13,livrée,Fleury SA
4844,4844,2023-02-24,2023-03-01,en cours,Descamps
4845,4845,2023-07-18,2023-07-24,livrée,Lefebvre
4846,4846,2024-11-14,2024-11-16,en attente,Schmitt
4847,4847,2020-12-08,2020-12-11,en cours,Evrard
4848,4848,2022-05-12,2022-05-15,livrée,Mallet
4849,4849,2020-07-09,2020-07-16,en attente,Pasquier Lagarde S.A.R.L.
4850,4850,2019-12-28,2019-12-29,livrée,Lemonnier Mercier et Fils
4851,4851,2020-10-22,2020-10-26,livrée,Payet et Fils
4852,4852,2023-12-01,2023-12-03,livrée,Leclerc
4853,4853,2025-10-17,2025-10-20,en attente,Le Gall
4854,4854,2020-05-16,2020-05-17,en attente,Masse S.A.R.L.
4855,4855,2019-02-10,2019-02-12,en attente,Lefèvre SA
4856,4856,2024-01-08,2024-01-11,en cours,Guillet Leduc SARL
4857,4857,2022-05-23,2022-05-25,en cours,Roux Foucher et Fils
4858,4858,2020-07-01,2020-07-08,en attente,Buisson SA
4859,4859,2024-12-25,2024-12-28,en attente,Grenier
